id gender height weight age
8995 M 185 65 46
8996 F 169 49 26
8997 M 182 63 25
8998 M 167 66 29
8999 M 171 68 31
9000 F 172 49 28
9001 M 182 68 28
9002 M 188 89 45
9003 M 171 87 30
9004 F 160 45 37
9005 F 174 46 30
9006 M 168 81 27
9007 M 173 85 30
9008 M 186 80 47
9009 M 178 85 27
9010 M 173 67 45
9011 M 178 70 47
9012 M 169 88 27
9013 M 167 84 43
9014 M 172 83 38
9015 M 168 83 28
9016 M 161 70 43
9017 F 171 46 30
9018 M 164 79 42
9019 M 176 72 32
9020 M 179 74 32
9021 F 169 47 26
9022 M 177 81 44
9023 F 157 47 36
9024 F 174 46 34
9025 M 171 73 45
9026 M 179 82 31
9027 M 175 87 38
9028 M 162 87 27
9029 F 170 49 25
9030 M 171 80 46
9031 F 161 49 38
9032 M 179 63 43
9033 M 160 89 36
9034 F 166 45 37
9035 M 187 72 33
9036 M 171 83 36
9037 M 169 79 47
9038 M 170 70 32
9039 M 164 77 44
9040 M 162 76 42
9041 F 161 47 38
9042 M 170 79 38
9043 F 169 48 25
9044 M 161 89 43
9045 M 182 81 38
9046 M 177 73 47
9047 F 155 45 23
9048 M 176 75 26
9049 M 176 63 33
9050 M 176 63 27
9051 F 159 46 35
9052 M 161 78 26
9053 M 169 82 35
9054 M 162 78 40
9055 M 165 62 38
9056 M 175 76 34
9057 M 171 86 42
9058 M 167 78 43
9059 M 164 81 44
9060 M 163 88 29
9061 F 156 46 27
9062 M 164 78 33
9063 M 161 77 27
9064 M 171 81 34
9065 F 161 45 34
9066 M 162 81 36
9067 M 184 84 28
9068 M 183 76 49
9069 M 176 79 45
9070 F 168 48 30
9071 M 173 80 49
9072 F 158 45 30
9073 M 166 75 38
9074 F 162 46 36
9075 M 170 62 32
9076 M 160 75 46
9077 M 166 86 34
9078 F 157 45 36
9079 M 161 67 27
9080 M 176 71 38
9081 M 167 73 46
9082 M 164 74 47
9083 M 186 89 46
9084 M 163 87 39
9085 M 182 84 43
9086 M 175 86 27
9087 M 176 71 48
9088 F 169 45 21
9089 M 181 83 35
9090 M 163 80 35
9091 M 189 62 31
9092 M 163 72 30
9093 F 156 47 39
9094 M 184 78 41
9095 M 169 73 45
9096 M 176 81 39
9097 M 171 65 41
9098 M 165 75 42
9099 F 157 48 26
9100 M 182 86 36
9101 M 167 63 48
9102 M 162 75 26
9103 M 177 72 34
9104 F 157 49 21
9105 M 177 79 31
9106 F 174 49 21
9107 M 160 62 45
9108 F 170 48 29
9109 F 167 48 31
9110 F 164 49 31
9111 M 167 72 49
9112 M 178 77 46
9113 M 177 70 33
9114 F 156 47 33
9115 M 172 67 38
9116 F 162 49 26
9117 M 176 65 32
9118 M 186 81 25
9119 M 174 65 38
9120 F 156 45 30
9121 M 180 80 44
9122 F 164 46 32
9123 M 186 63 30
9124 M 180 80 48
9125 F 156 48 37
9126 M 189 88 30
9127 F 167 46 23
9128 M 162 83 27
9129 F 162 45 31
9130 M 162 88 45
9131 M 178 82 41
9132 M 176 79 32
9133 M 166 65 44
9134 M 164 84 36
9135 F 173 45 25
9136 F 161 45 35
9137 M 179 72 26
9138 M 183 71 37
9139 M 181 69 37
9140 M 173 80 39
9141 F 174 45 30
9142 M 188 77 26
9143 F 167 47 33
9144 M 188 79 36
9145 F 173 46 31
9146 M 162 89 38
9147 M 178 68 30
9148 M 180 88 39
9149 M 182 80 43
9150 M 187 88 37
9151 F 159 46 24
9152 M 172 76 46
9153 M 180 61 40
9154 F 161 47 29
9155 M 188 67 25
9156 M 182 71 40
9157 M 188 73 26
9158 M 176 76 48
9159 M 165 84 35
9160 M 185 72 48
9161 M 182 61 31
9162 M 183 60 49
9163 M 189 66 30
9164 M 182 61 34
9165 F 157 45 20
9166 F 172 49 23
9167 M 189 88 41
9168 M 188 76 49
9169 F 171 49 30
9170 M 177 74 49
9171 M 167 60 28
9172 M 180 88 26
9173 M 171 67 43
9174 M 188 81 30
9175 M 172 70 29
9176 M 187 80 37
9177 F 166 45 37
9178 M 169 77 48
9179 M 164 89 38
9180 M 182 66 43
9181 F 161 49 26
9182 F 170 49 23
9183 M 179 74 34
9184 M 180 65 29
9185 M 181 61 41
9186 F 172 49 27
9187 M 189 71 46
9188 M 182 88 30
9189 M 165 75 34
9190 F 163 48 22
9191 F 165 45 22
9192 F 171 49 22
9193 F 161 45 23
9194 M 188 72 35
9195 M 187 84 28
9196 M 166 88 25
9197 M 180 70 27
9198 M 189 87 33
9199 M 186 66 35
9200 M 171 83 36
9201 M 174 61 31
9202 M 180 78 25
9203 M 173 82 25
9204 M 169 71 49
9205 F 170 45 35
9206 M 179 73 34
9207 M 180 72 25
9208 M 169 79 40
9209 F 169 49 25
9210 M 183 74 40
9211 M 174 80 34
9212 M 177 83 39
9213 M 165 71 45
9214 M 186 64 32
9215 F 172 47 26
9216 M 182 82 46
9217 F 167 45 21
9218 F 169 48 39
9219 F 171 48 24
9220 F 155 45 21
9221 F 155 45 21
9222 F 163 47 34
9223 F 169 48 22
9224 F 160 49 22
9225 F 174 48 27
9226 M 183 64 48
9227 F 172 48 36
9228 M 160 74 40
9229 M 176 89 27
9230 M 172 88 34
9231 M 189 67 49
9232 M 178 75 42
9233 M 170 79 29
9234 M 163 64 26
9235 M 185 62 38
9236 M 184 75 38
9237 M 164 73 46
9238 M 185 71 45
9239 M 165 82 41
9240 M 164 74 47
9241 F 170 49 37
9242 F 170 46 33
9243 F 156 49 39
9244 F 171 49 31
9245 F 171 46 39
9246 M 179 69 39
9247 M 173 79 40
9248 M 183 63 39
9249 M 172 65 30
9250 M 166 63 48
9251 M 169 60 37
9252 F 163 47 36
9253 M 178 70 44
9254 F 164 47 39
9255 M 164 83 27
9256 M 175 88 37
9257 F 167 48 20
9258 M 185 87 41
9259 M 183 77 45
9260 M 170 76 30
9261 M 180 71 40
9262 F 171 49 23
9263 M 163 83 34
9264 M 183 84 44
9265 M 167 78 34
9266 M 166 69 48
9267 M 179 66 33
9268 F 156 46 38
9269 F 155 48 37
9270 M 170 87 25
9271 F 173 46 30
9272 F 162 48 33
9273 M 185 61 33
9274 F 159 46 36
9275 M 169 74 48
9276 F 157 47 35
9277 F 174 45 38
9278 F 165 45 39
9279 F 158 47 39
9280 M 188 68 38
9281 F 166 45 22
9282 M 172 72 32
9283 F 163 47 21
9284 M 189 70 47
9285 M 183 68 34
9286 M 186 68 32
9287 M 185 89 33
9288 F 171 47 32
9289 M 175 68 35
9290 M 184 86 45
9291 M 180 67 33
9292 F 172 45 29
9293 M 181 78 49
9294 M 164 83 40
9295 F 165 46 35
9296 F 166 48 38
9297 M 187 69 29
9298 F 169 48 38
9299 M 179 65 44
9300 F 170 46 29
9301 M 167 89 40
9302 F 165 49 30
9303 M 183 89 31
9304 M 180 69 49
9305 M 174 88 26
9306 M 164 78 35
9307 M 175 72 26
9308 M 177 86 33
9309 M 164 80 35
9310 F 162 49 34
9311 F 157 48 29
9312 F 172 45 26
9313 F 160 45 37
9314 M 188 66 36
9315 F 166 49 38
9316 F 157 46 23
9317 M 161 88 42
9318 M 160 75 40
9319 M 180 71 43
9320 M 168 60 46
9321 F 169 46 24
9322 F 173 45 39
9323 M 172 86 49
9324 M 173 60 48
9325 M 182 61 47
9326 M 171 87 44
9327 M 166 88 32
9328 M 177 81 47
9329 M 170 87 28
9330 M 162 72 49
9331 M 184 82 27
9332 M 177 65 48
9333 F 173 46 26
9334 M 179 67 28
9335 M 169 62 40
9336 F 169 49 24
9337 F 159 46 27
9338 F 156 45 21
9339 M 168 88 26
9340 M 186 88 48
9341 M 188 77 27
9342 F 171 49 38
9343 F 155 48 32
9344 F 156 49 27
9345 M 172 83 37
9346 M 179 63 32
9347 M 166 60 42
9348 M 175 78 37
9349 M 189 69 42
9350 F 164 46 23
9351 M 184 62 49
9352 F 167 48 20
9353 M 186 78 25
9354 M 188 78 38
9355 M 178 69 45
9356 M 186 73 47
9357 M 179 65 38
9358 M 173 70 33
9359 M 168 69 30
9360 M 187 61 35
9361 M 181 80 31
9362 M 171 66 37
9363 M 167 80 32
9364 M 175 86 30
9365 F 163 48 25
9366 M 189 64 37
9367 M 182 71 33
9368 M 169 65 46
9369 M 161 60 26
9370 F 155 49 31
9371 M 178 83 35
9372 M 167 80 37
9373 F 165 47 24
9374 M 175 85 41
9375 M 164 89 29
9376 M 173 62 43
9377 M 163 66 40
9378 M 172 74 38
9379 M 177 63 35
9380 F 162 47 25
9381 M 180 75 31
9382 M 187 73 39
9383 M 168 81 32
9384 F 165 45 24
9385 F 157 49 25
9386 M 177 69 39
9387 M 180 65 49
9388 M 162 65 40
9389 F 166 49 38
9390 F 173 49 26
9391 M 169 85 38
9392 M 162 72 36
9393 M 172 80 26
9394 M 164 69 37
9395 M 176 86 30
9396 F 159 49 24
9397 M 177 62 34
9398 M 181 64 42
9399 M 165 84 30
9400 M 174 68 35
9401 M 167 80 49
9402 M 187 88 25
9403 M 172 89 30
9404 M 172 88 46
9405 F 161 48 37
9406 M 176 86 33
9407 M 176 86 30
9408 M 188 81 44
9409 M 173 70 46
9410 F 167 48 20
9411 F 167 49 39
9412 M 182 73 26
9413 M 183 61 27
9414 M 161 65 33
9415 M 175 83 42
9416 M 173 64 44
9417 M 168 69 33
9418 M 173 84 32
9419 F 161 45 39
9420 M 169 68 34
9421 F 172 49 27
9422 M 178 70 45
9423 M 175 74 39
9424 F 172 46 31
9425 M 167 63 49
9426 M 165 64 40
9427 M 189 77 25
9428 M 182 83 44
9429 M 188 79 44
9430 F 167 46 34
9431 M 172 69 48
9432 F 173 48 24
9433 M 182 64 48
9434 M 172 63 34
9435 M 185 81 39
9436 M 184 61 49
9437 M 188 65 49
9438 F 156 49 35
9439 M 185 82 46
9440 M 173 65 47
9441 F 163 46 36
9442 M 178 75 48
9443 M 169 89 33
9444 M 180 86 45
9445 M 189 74 30
9446 M 182 77 41
9447 M 168 63 36
9448 F 170 47 38
9449 M 164 70 38
9450 M 167 66 28
9451 M 172 66 36
9452 F 173 45 32
9453 M 179 87 28
9454 M 167 65 37
9455 M 176 77 44
9456 F 172 45 35
9457 M 168 71 33
9458 M 184 62 45
9459 M 171 60 35
9460 M 186 86 26
9461 M 164 86 26
9462 M 165 88 30
9463 F 159 48 22
9464 M 187 82 41
9465 M 175 80 28
9466 F 160 48 22
9467 M 169 82 33
9468 F 168 46 26
9469 F 158 46 27
9470 F 162 47 24
9471 M 183 86 35
9472 F 171 48 29
9473 F 155 45 31
9474 M 188 72 38
9475 M 162 84 39
9476 M 172 84 31
9477 M 161 83 36
9478 F 173 49 36
9479 M 176 79 39
9480 M 175 86 46
9481 M 185 69 46
9482 M 186 74 39
9483 M 162 72 25
9484 M 161 69 26
9485 F 174 49 20
9486 F 171 49 30
9487 M 177 82 30
9488 F 164 47 31
9489 M 165 65 38
9490 M 188 62 30
9491 M 167 77 42
9492 F 163 46 27
9493 F 164 46 31
9494 F 169 46 25
9495 M 186 70 36
9496 M 160 61 42
9497 M 188 87 45
9498 F 162 47 24
9499 M 168 88 37
9500 F 171 46 23
9501 M 186 61 34
9502 M 165 84 44
9503 F 172 46 22
9504 M 172 70 27
9505 M 184 75 41
9506 M 164 87 37
9507 F 168 46 26
9508 M 176 79 27
9509 M 184 62 41
9510 M 186 68 46
9511 F 161 46 35
9512 M 172 75 27
9513 M 183 80 48
9514 F 162 45 20
9515 M 174 60 25
9516 M 162 80 38
9517 M 182 77 38
9518 M 175 67 25
9519 M 178 65 41
9520 M 184 75 34
9521 M 182 67 48
9522 M 166 79 38
9523 M 173 86 32
9524 M 165 79 37
9525 M 187 63 32
9526 M 169 65 39
9527 M 167 85 32
9528 M 160 83 29
9529 M 181 87 46
9530 F 168 45 30
9531 M 184 84 29
9532 M 178 78 41
9533 M 177 74 35
9534 M 170 67 28
9535 M 166 66 45
9536 M 181 88 35
9537 M 186 64 34
9538 M 177 69 30
9539 M 188 82 29
9540 F 174 46 35
9541 F 156 45 31
9542 F 168 48 37
9543 M 188 60 28
9544 M 182 69 28
9545 M 178 61 33
9546 M 164 64 27
9547 M 178 61 30
9548 M 167 82 41
9549 M 185 67 48
9550 M 178 66 33
9551 M 177 82 36
9552 M 175 69 32
9553 F 174 45 25
9554 M 177 60 44
9555 F 173 46 21
9556 M 168 87 31
9557 F 160 45 39
9558 F 159 49 21
9559 M 183 73 27
9560 F 167 49 27
9561 M 181 86 31
9562 F 167 48 21
9563 M 187 66 37
9564 M 172 67 34
9565 M 167 60 46
9566 F 168 47 30
9567 M 187 68 37
9568 F 166 47 20
9569 M 168 80 33
9570 M 184 69 45
9571 M 178 69 26
9572 M 188 84 29
9573 M 168 69 47
9574 M 170 75 43
9575 M 181 73 40
9576 F 161 48 29
9577 M 163 72 39
9578 M 168 82 35
9579 F 155 46 37
9580 M 178 74 45
9581 M 182 80 44
9582 M 170 86 36
9583 M 169 83 47
9584 M 178 66 34
9585 F 164 46 20
9586 F 165 48 38
9587 M 185 89 40
9588 M 171 64 42
9589 M 188 82 39
9590 M 183 66 32
9591 M 166 78 27
9592 M 163 68 30
9593 M 178 83 27
9594 F 155 45 38
9595 M 187 74 33
9596 F 166 48 34
9597 F 172 45 22
9598 M 168 85 35
9599 F 162 45 21
9600 M 178 64 41
9601 M 165 77 49
9602 F 173 47 34
9603 M 168 68 32
9604 M 175 89 34
9605 F 163 48 38
9606 M 189 79 32
9607 M 185 69 28
9608 F 166 46 29
9609 M 183 60 36
9610 M 174 82 40
9611 M 166 83 34
9612 M 171 65 27
9613 M 184 65 30
9614 M 189 60 43
9615 M 184 63 40
9616 M 182 64 26
9617 M 171 66 29
9618 F 156 45 29
9619 M 164 60 47
9620 F 155 47 32
9621 F 165 48 26
9622 M 177 67 39
9623 M 165 60 37
9624 M 160 80 42
9625 M 180 88 48
9626 M 170 83 40
9627 M 162 70 39
9628 F 164 48 24
9629 M 189 66 42
9630 M 163 77 41
9631 M 187 88 46
9632 M 178 78 44
9633 M 184 77 32
9634 M 176 87 42
9635 M 164 64 47
9636 F 163 45 39
9637 M 189 82 44
9638 M 170 84 35
9639 F 172 47 34
9640 F 155 48 35
9641 M 174 83 29
9642 M 180 78 43
9643 F 165 48 28
9644 M 166 67 33
9645 M 167 89 47
9646 F 158 49 26
9647 M 169 60 32
9648 M 164 74 36
9649 M 176 66 26
9650 M 174 74 36
9651 M 178 65 41
9652 M 188 87 49
9653 F 172 48 34
9654 F 160 45 20
9655 M 189 64 47
9656 M 175 71 30
9657 M 170 89 41
9658 M 177 75 25
9659 M 181 76 28
9660 M 175 79 37
9661 M 161 74 30
9662 M 182 76 35
9663 F 165 46 25
9664 F 159 45 24
9665 M 177 63 43
9666 F 155 47 38
9667 M 175 88 44
9668 M 180 72 31
9669 M 176 87 42
9670 M 177 76 42
9671 M 189 67 30
9672 F 171 47 26
9673 M 182 65 46
9674 M 167 89 43
9675 M 176 85 29
9676 M 186 84 44
9677 M 164 88 48
9678 M 169 62 31
9679 M 180 86 44
9680 F 158 46 27
9681 M 185 76 28
9682 M 172 71 32
9683 M 165 71 45
9684 M 180 76 46
9685 M 180 70 48
9686 M 178 86 42
9687 F 173 49 31
9688 F 172 49 27
9689 M 161 84 40
9690 M 183 62 34
9691 M 187 73 29
9692 M 167 79 33
9693 M 184 62 42
9694 M 169 77 38
9695 M 161 68 48
9696 M 164 68 34
9697 M 178 61 48
9698 M 174 69 25
9699 M 175 69 37
9700 M 173 72 28
9701 F 155 49 27
9702 M 165 61 25
9703 M 184 83 34
9704 M 170 62 49
9705 M 186 61 34
9706 M 172 63 44
9707 M 183 89 43
9708 M 163 67 41
9709 M 168 69 25
9710 M 163 82 46
9711 M 177 63 42
9712 M 180 85 39
9713 M 187 78 25
9714 M 160 65 46
9715 F 173 47 24
9716 M 186 64 35
9717 M 164 88 49
9718 M 186 64 25
9719 M 182 88 33
9720 M 175 62 31
9721 F 174 45 34
9722 M 181 71 43
9723 M 164 77 36
9724 M 189 80 48
9725 M 165 63 39
9726 M 164 79 27
9727 M 167 65 25
9728 F 170 48 29
9729 M 182 61 44
9730 M 177 72 29
9731 F 157 45 33
9732 M 189 85 47
9733 M 177 68 28
9734 M 168 63 25
9735 M 178 85 42
9736 M 189 60 30
9737 M 166 79 37
9738 M 175 60 28
9739 F 168 48 28
9740 M 183 84 43
9741 M 173 79 38
9742 M 175 78 25
9743 F 170 45 32
9744 M 171 85 38
9745 F 171 48 31
9746 F 160 46 38
9747 M 165 60 38
9748 F 174 49 25
9749 F 167 46 37
9750 M 185 87 34
9751 M 174 86 32
9752 M 182 77 48
9753 M 162 68 32
9754 F 163 47 32
9755 M 183 87 46
9756 M 187 75 39
9757 M 187 75 29
9758 M 187 72 28
9759 M 169 83 37
9760 M 166 77 31
9761 M 166 88 25
9762 F 172 46 26
9763 F 159 45 30
9764 M 180 88 44
9765 M 168 72 29
9766 M 174 74 47
9767 M 181 67 33
9768 M 175 88 43
9769 F 166 48 36
9770 F 170 46 36
9771 M 189 78 34
9772 M 177 61 31
9773 M 168 77 27
9774 M 188 66 27
9775 F 167 49 37
9776 F 168 46 21
9777 M 178 84 26
9778 M 188 71 34
9779 M 181 85 41
9780 F 169 49 27
9781 M 166 87 43
9782 F 160 47 34
9783 F 168 46 20
9784 M 173 79 40
9785 M 161 79 27
9786 M 168 77 27
9787 M 170 70 34
9788 M 185 71 42
9789 M 170 65 46
9790 M 189 64 25
9791 M 184 76 36
9792 M 177 67 40
9793 M 160 76 44
9794 M 176 89 35
9795 M 179 60 42
9796 M 176 82 29
9797 F 170 45 23
9798 F 171 46 23
9799 F 171 46 22
9800 M 161 88 42
9801 M 173 86 43
9802 F 172 49 34
9803 M 187 68 31
9804 M 179 87 25
9805 M 189 87 29
9806 M 166 74 31
9807 M 168 75 38
9808 F 156 49 27
9809 M 172 78 48
9810 M 173 67 38
9811 M 172 68 35
9812 M 171 83 33
9813 M 182 88 34
9814 M 167 82 43
9815 F 167 49 25
9816 M 166 81 43
9817 F 162 46 28
9818 F 155 49 28
9819 M 169 67 37
9820 M 170 69 36
9821 M 164 80 26
9822 M 188 63 31
9823 M 186 63 46
9824 F 170 48 36
9825 M 162 67 30
9826 F 159 45 33
9827 M 160 82 39
9828 M 173 75 49
9829 M 179 63 35
9830 M 178 81 39
9831 M 164 76 42
9832 M 164 66 49
9833 F 173 47 38
9834 M 175 67 40
9835 M 162 78 37
9836 M 189 79 44
9837 M 170 78 35
9838 M 179 62 35
9839 F 159 48 25
9840 M 164 86 40
9841 F 156 49 25
9842 M 185 71 29
9843 F 167 45 35
9844 M 165 60 43
9845 M 163 61 48
9846 F 165 45 21
9847 M 165 89 32
9848 M 164 88 28
9849 F 169 45 37
9850 M 169 76 31
9851 M 173 77 33
9852 M 178 82 46
9853 F 165 48 31
9854 M 172 85 40
9855 M 160 85 40
9856 F 156 45 35
9857 M 177 77 33
9858 M 174 80 40
9859 F 166 45 26
9860 M 168 83 30
9861 F 174 45 26
9862 M 160 75 33
9863 M 182 83 46
9864 F 155 47 33
9865 F 162 47 26
9866 M 168 81 32
9867 M 176 69 33
9868 M 179 81 48
9869 F 173 46 31
9870 F 171 46 27
9871 M 173 75 30
9872 F 158 46 35
9873 M 161 75 32
9874 M 187 68 25
9875 M 187 78 35
9876 F 163 45 23
9877 M 188 77 43
9878 M 165 79 38
9879 M 175 68 36
9880 M 160 88 30
9881 M 182 78 46
9882 M 184 84 46
9883 M 162 70 30
9884 M 163 70 31
9885 F 173 49 27
9886 M 184 72 35
9887 M 174 81 36
9888 F 165 45 23
9889 F 164 45 27
9890 F 164 48 36
9891 F 164 48 24
9892 F 162 47 22
9893 F 157 48 37
9894 F 165 47 30
9895 M 175 69 36
9896 F 159 48 20
9897 F 166 49 28
9898 M 181 61 47
9899 M 160 80 29
9900 M 187 65 32
9901 F 157 47 29
9902 M 179 74 42
9903 F 161 48 37
9904 F 155 45 37
9905 M 160 80 38
9906 M 173 73 26
9907 M 165 74 49
9908 M 183 76 32
9909 M 176 89 32
9910 M 182 68 49
9911 M 172 88 37
9912 F 158 47 27
9913 M 160 62 36
9914 M 177 86 40
9915 M 173 87 31
9916 F 166 48 21
9917 M 161 75 32
9918 M 183 72 34
9919 M 187 80 45
9920 M 179 87 40
9921 M 180 77 48
9922 M 176 86 39
9923 F 159 45 27
9924 F 159 47 22
9925 F 170 47 27
9926 M 189 63 31
9927 M 160 86 43
9928 M 170 69 27
9929 F 163 47 34
9930 M 187 64 38
9931 F 164 46 26
9932 M 177 75 29
9933 M 162 68 48
9934 M 172 86 43
9935 F 157 45 29
9936 F 169 49 26
9937 F 156 46 21
9938 M 186 69 25
9939 F 161 48 34
9940 M 167 75 34
9941 F 168 48 33
9942 M 189 65 27
9943 M 183 81 29
9944 M 166 61 34
9945 M 186 71 29
9946 F 162 47 28
9947 M 170 67 44
9948 M 174 72 36
9949 M 186 77 30
9950 M 180 86 32
9951 M 173 76 44
9952 F 170 45 26
9953 F 172 46 30
9954 F 164 45 22
9955 M 177 67 48
9956 M 165 72 34
9957 F 157 45 36
9958 M 182 64 26
9959 M 168 80 27
9960 F 161 48 27
9961 M 174 60 25
9962 M 164 87 34
9963 M 177 83 36
9964 F 156 49 33
9965 M 187 76 39
9966 F 159 45 35
9967 M 183 72 42
9968 M 182 82 37
9969 F 165 47 28
9970 M 167 67 45
9971 F 161 47 23
9972 M 173 77 44
9973 F 160 46 26
9974 M 188 75 28
9975 M 178 70 34
9976 M 182 77 34
9977 M 160 70 25
9978 F 158 46 39
9979 F 166 49 31
9980 M 173 66 48
9981 M 187 87 45
9982 M 179 67 45
9983 M 173 62 29
9984 M 177 82 25
9985 M 173 68 35
9986 M 163 69 34
9987 F 161 45 20
9988 F 159 47 33
9989 M 189 62 35
9990 F 171 45 39
9991 M 183 65 40
9992 M 183 79 37
9993 F 167 47 30
9994 M 183 67 40
9995 M 180 76 34
9996 M 183 61 38
9997 M 174 60 27
9998 M 163 64 43
9999 F 170 45 27
10000 M 187 61 37
